Customer_ID,Age,Gender,Annual_Income,Employment_Status,Credit_Score,Total_Debt,Debt_to_Income_Ratio,Credit_Card_Limit,Credit_Utilization_Rate,Late_Payments_30_Days,Late_Payments_90_Days,Default_Status,Loan_Purpose
CUST-1250,39,Male,25694.57,Unemployed,625,5637.39,0.2194,6594.28,0.4189,6,0,1,Small Business
CUST-1251,65,Female,54137.08,Employed,666,13588.41,0.251,10010.43,0.4659,0,0,0,Personal
CUST-1252,33,Female,100806.92,Employed,704,5040.35,0.05,17869.9,0.276,1,0,0,Auto
CUST-1253,29,Male,85851.99,Self-Employed,471,22913.9,0.2669,4752.78,0.6699,0,0,0,Personal
CUST-1254,21,Male,32543.43,Self-Employed,637,13049.92,0.401,5181.29,0.5362,0,0,0,Debt Consolidation
CUST-1255,50,Male,37585.38,Employed,776,3401.48,0.0905,6441.43,0.2551,0,0,0,Home Improvement
CUST-1256,46,Male,99829.16,Employed,638,28830.66,0.2888,13614.74,0.4101,1,0,0,Small Business
CUST-1257,40,Female,25000.0,Self-Employed,632,7237.5,0.2895,5751.59,0.5099,0,0,0,Home Improvement
CUST-1258,26,Female,61183.13,Employed,724,21469.16,0.3509,10207.76,0.3391,0,0,0,Home Improvement
CUST-1259,39,Male,104004.53,Employed,591,23380.22,0.2248,10390.16,0.5052,1,1,0,Home Improvement
CUST-1260,23,Female,29134.62,Unemployed,506,8224.7,0.2823,6284.21,0.5612,1,0,0,Home Improvement
CUST-1261,28,Female,51650.05,Employed,515,14069.47,0.2724,7593.41,0.8059,2,2,1,Auto
CUST-1262,24,Female,58162.99,Employed,540,14232.48,0.2447,6687.77,0.4727,1,1,0,Personal
CUST-1263,40,Male,119658.91,Employed,575,38733.59,0.3237,16170.12,0.4255,4,0,0,Personal
CUST-1264,25,Female,106861.58,Self-Employed,683,23402.69,0.219,20175.49,0.3407,0,0,0,Personal
CUST-1265,30,Female,83669.46,Self-Employed,611,31551.75,0.3771,10060.88,0.5654,0,0,0,Home Improvement
CUST-1266,51,Male,41128.19,Employed,628,7045.26,0.1713,8154.85,0.4472,0,0,0,Small Business
CUST-1267,47,Female,79839.04,Self-Employed,634,33117.23,0.4148,14904.82,0.4494,1,0,0,Home Improvement
CUST-1268,42,Female,95712.1,Employed,747,34542.5,0.3609,11870.0,0.2508,0,0,0,Home Improvement
CUST-1269,65,Male,38150.22,Student,594,9331.54,0.2446,8064.17,0.5829,0,0,0,Small Business
CUST-1270,46,Male,29485.15,Employed,600,13852.12,0.4698,6393.4,0.5107,1,0,0,Home Improvement
CUST-1271,36,Male,83000.32,Self-Employed,636,29705.81,0.3579,8818.42,0.388,0,0,0,Small Business
CUST-1272,42,Female,104171.9,Employed,651,25720.04,0.2469,21017.77,0.3944,1,0,0,Home Improvement
CUST-1273,50,Male,38010.81,Unemployed,573,20898.34,0.5498,5289.66,0.6755,6,2,1,Debt Consolidation
CUST-1274,47,Male,85102.83,Employed,602,23616.04,0.2775,13448.62,0.4658,0,0,0,Personal
CUST-1275,53,Female,67854.05,Employed,608,17357.07,0.2558,6179.25,0.4504,1,1,0,Home Improvement
CUST-1276,33,Female,70691.97,Employed,607,11317.78,0.1601,7054.72,0.5108,0,0,0,Small Business
CUST-1277,41,Male,139091.35,Self-Employed,722,56290.27,0.4047,23146.95,0.3542,0,0,0,Home Improvement
CUST-1278,40,Male,31254.14,Unemployed,580,10770.18,0.3446,5337.29,0.5108,0,0,0,Home Improvement
CUST-1279,59,Male,26580.17,Student,515,8808.67,0.3314,5228.65,0.5566,2,0,0,Small Business
CUST-1280,40,Female,49236.38,Employed,783,8217.55,0.1669,8414.0,0.1702,0,0,0,Personal
CUST-1281,40,Female,42599.0,Unemployed,537,6726.38,0.1579,5903.74,0.6199,4,3,1,Auto
CUST-1282,31,Female,81741.59,Self-Employed,837,26173.66,0.3202,20911.02,0.2087,0,0,0,Debt Consolidation
CUST-1283,31,Male,34963.91,Self-Employed,712,7125.64,0.2038,5996.91,0.2682,0,0,0,Home Improvement
CUST-1284,38,Male,50983.0,Employed,689,5297.13,0.1039,9239.11,0.3658,0,0,0,Small Business
CUST-1285,21,Male,81668.73,Employed,773,14177.69,0.1736,9393.73,0.4342,0,0,0,Auto
CUST-1286,41,Female,36186.9,Self-Employed,461,13675.03,0.3779,3842.06,0.7081,3,2,1,Small Business
CUST-1287,39,Male,45817.37,Self-Employed,696,12773.88,0.2788,9368.07,0.4778,0,0,0,Small Business
CUST-1288,40,Female,117337.98,Employed,763,27926.44,0.238,15379.71,0.5238,0,0,0,Home Improvement
CUST-1289,46,Female,36207.96,Employed,529,12144.15,0.3354,6341.11,0.7657,2,0,0,Auto
CUST-1290,39,Female,36571.09,Unemployed,555,11216.35,0.3067,5568.45,0.6555,6,0,1,Home Improvement
CUST-1291,30,Female,48271.46,Employed,645,5647.76,0.117,9281.24,0.4996,0,0,0,Personal
CUST-1292,52,Male,49510.08,Self-Employed,607,9283.14,0.1875,9199.28,0.4116,2,0,0,Debt Consolidation
CUST-1293,21,Female,32972.08,Self-Employed,578,6742.79,0.2045,6285.02,0.5948,0,0,0,Debt Consolidation
CUST-1294,44,Female,63625.09,Employed,624,27556.03,0.4331,13475.75,0.5622,0,0,0,Home Improvement
CUST-1295,41,Male,128079.2,Employed,756,24053.27,0.1878,27896.22,0.1328,0,0,0,Auto
CUST-1296,48,Male,31253.08,Unemployed,582,10363.52,0.3316,5039.57,0.544,0,0,0,Small Business
CUST-1297,52,Female,35002.55,Student,571,9692.21,0.2769,5861.37,0.4766,6,3,1,Auto
CUST-1298,46,Male,67103.24,Employed,588,15816.23,0.2357,8538.53,0.5452,1,0,0,Auto
CUST-1299,43,Male,54593.34,Self-Employed,626,16143.25,0.2957,11517.8,0.3768,0,0,0,Home Improvement
CUST-1300,34,Male,58303.01,Employed,601,11194.18,0.192,8302.03,0.4023,0,0,0,Debt Consolidation
CUST-1301,31,Male,103115.87,Employed,592,9239.18,0.0896,14508.19,0.2877,0,0,0,Debt Consolidation
CUST-1302,30,Female,31374.29,Student,619,9293.06,0.2962,5227.48,0.3989,2,0,0,Home Improvement
CUST-1303,40,Female,34830.94,Employed,564,4653.41,0.1336,6663.32,0.6022,6,0,0,Debt Consolidation
CUST-1304,46,Male,59490.82,Employed,616,18929.98,0.3182,6535.15,0.5394,0,0,0,Personal
CUST-1305,29,Male,70373.16,Employed,596,11344.15,0.1612,11006.94,0.4859,0,0,0,Debt Consolidation
CUST-1306,25,Male,66802.42,Employed,576,28411.07,0.4253,8295.52,0.6732,2,1,0,Small Business
CUST-1307,43,Female,44716.35,Employed,556,3997.64,0.0894,8100.39,0.3265,3,1,0,Auto
CUST-1308,56,Female,47220.12,Employed,755,13075.25,0.2769,9640.56,0.3096,0,0,0,Debt Consolidation
CUST-1309,33,Male,40993.2,Unemployed,520,20127.66,0.491,7984.93,0.5048,3,1,1,Debt Consolidation
CUST-1310,21,Male,38109.46,Unemployed,467,19420.58,0.5096,5170.37,0.8009,5,2,1,Small Business
CUST-1311,48,Male,25000.0,Employed,626,8212.5,0.3285,5841.54,0.5339,0,0,0,Small Business
CUST-1312,34,Male,49016.75,Employed,637,11161.11,0.2277,7680.39,0.4292,0,0,0,Home Improvement
CUST-1313,42,Male,54166.91,Employed,700,6007.11,0.1109,12529.79,0.3711,0,0,0,Personal
CUST-1314,31,Female,52672.24,Employed,598,5556.92,0.1055,9181.74,0.5929,1,1,0,Debt Consolidation
CUST-1315,49,Female,30924.38,Employed,629,6231.26,0.2015,4965.09,0.2757,3,0,0,Personal
CUST-1316,30,Female,91835.18,Employed,678,27614.84,0.3007,19174.47,0.4632,0,0,0,Small Business
CUST-1317,53,Male,79743.69,Self-Employed,603,22192.67,0.2783,13085.07,0.4236,0,0,0,Auto
CUST-1318,34,Female,65257.25,Self-Employed,849,16164.22,0.2477,18574.07,0.3608,0,0,0,Home Improvement
CUST-1319,42,Male,84103.37,Self-Employed,637,31866.77,0.3789,9264.39,0.5705,0,0,0,Personal
CUST-1320,25,Male,33203.23,Employed,642,6272.09,0.1889,4648.99,0.3625,0,0,0,Home Improvement
CUST-1321,51,Male,70695.49,Employed,724,11205.24,0.1585,12965.74,0.2212,0,0,0,Auto
CUST-1322,23,Male,187968.27,Self-Employed,676,74454.23,0.3961,30274.89,0.643,0,0,0,Home Improvement
CUST-1323,32,Female,59939.52,Employed,613,14499.37,0.2419,7467.34,0.6111,0,0,0,Small Business
CUST-1324,40,Female,32595.72,Employed,644,13680.42,0.4197,5588.19,0.5591,0,0,0,Home Improvement
CUST-1325,38,Female,37984.63,Unemployed,559,9940.58,0.2617,4419.27,0.5362,6,0,1,Small Business
CUST-1326,46,Female,25000.0,Self-Employed,659,8605.0,0.3442,4962.44,0.5293,0,0,0,Small Business
CUST-1327,32,Male,38420.18,Student,601,9416.79,0.2451,4872.06,0.4697,0,0,0,Home Improvement
CUST-1328,30,Female,82115.43,Employed,581,18393.86,0.224,12498.91,0.5758,0,0,0,Auto
CUST-1329,30,Male,93538.34,Employed,531,20419.42,0.2183,8505.58,0.5961,5,0,1,Debt Consolidation
CUST-1330,35,Male,74561.31,Employed,540,21041.2,0.2822,8324.51,0.5447,0,0,0,Home Improvement
CUST-1331,35,Male,54371.92,Employed,654,14076.89,0.2589,9447.55,0.3638,0,0,0,Auto
CUST-1332,30,Female,44598.03,Employed,567,14592.48,0.3272,7413.57,0.7021,3,1,0,Home Improvement
CUST-1333,29,Female,102518.89,Employed,788,18822.47,0.1836,17238.55,0.1961,0,0,0,Home Improvement
CUST-1334,32,Female,41595.3,Unemployed,622,11746.51,0.2824,8801.12,0.4426,0,0,1,Auto
CUST-1335,34,Male,77508.07,Self-Employed,662,19028.23,0.2455,16154.27,0.6762,0,0,0,Auto
CUST-1336,29,Male,71503.16,Employed,651,3575.16,0.05,10806.64,0.3712,1,0,0,Home Improvement
CUST-1337,37,Male,42363.25,Employed,669,3706.78,0.0875,6211.67,0.3512,0,0,0,Personal
CUST-1338,49,Male,51677.9,Self-Employed,612,29694.12,0.5746,9972.32,0.5308,0,0,0,Personal
CUST-1339,39,Male,76327.83,Employed,581,21867.92,0.2865,7821.66,0.4861,0,0,0,Debt Consolidation
CUST-1340,36,Male,63616.42,Self-Employed,572,34810.91,0.5472,10929.69,0.6182,3,3,1,Debt Consolidation
CUST-1341,45,Female,68183.41,Employed,633,9600.22,0.1408,12463.27,0.6006,2,0,0,Personal
CUST-1342,45,Female,62535.06,Employed,538,28028.21,0.4482,5569.91,0.5991,1,0,0,Small Business
CUST-1343,64,Male,57894.51,Employed,685,18584.14,0.321,7344.49,0.5408,0,0,0,Home Improvement
CUST-1344,43,Female,27542.32,Student,595,8058.88,0.2926,6336.26,0.4654,0,0,0,Auto
CUST-1345,34,Male,114690.8,Self-Employed,691,35886.75,0.3129,12387.28,0.4311,0,0,0,Personal
CUST-1346,58,Male,95340.37,Self-Employed,625,36095.86,0.3786,18182.16,0.5284,2,0,0,Auto
CUST-1347,40,Female,40011.49,Employed,643,5713.64,0.1428,5513.02,0.1849,0,0,0,Personal
CUST-1348,44,Female,67713.33,Employed,616,20307.23,0.2999,8165.09,0.567,2,1,0,Personal
CUST-1349,27,Male,57182.1,Employed,677,16422.7,0.2872,8679.25,0.4416,0,0,0,Debt Consolidation
CUST-1350,31,Female,153611.07,Self-Employed,715,7680.55,0.05,16375.09,0.2786,0,0,0,Small Business
CUST-1351,39,Female,88973.47,Employed,601,22990.74,0.2584,7263.58,0.6793,0,0,0,Auto
CUST-1352,28,Female,122820.08,Employed,637,38405.84,0.3127,19096.94,0.6102,0,0,0,Auto
CUST-1353,21,Male,49407.03,Employed,662,6936.75,0.1404,7388.81,0.4091,0,0,0,Home Improvement
CUST-1354,39,Male,49810.54,Employed,550,14634.34,0.2938,8573.97,0.4842,6,1,1,Auto
CUST-1355,39,Female,126600.41,Employed,667,35422.79,0.2798,20760.29,0.4918,0,0,0,Personal
CUST-1356,25,Female,28285.52,Employed,706,7266.55,0.2569,7259.86,0.4789,0,0,0,Auto
CUST-1357,36,Female,77550.15,Employed,658,22218.12,0.2865,10431.74,0.4498,1,0,0,Personal
CUST-1358,31,Female,102073.0,Employed,651,27549.5,0.2699,20171.83,0.3752,3,0,0,Debt Consolidation
CUST-1359,48,Male,148618.95,Employed,688,27598.54,0.1857,27428.44,0.4129,0,0,0,Debt Consolidation
CUST-1360,28,Female,25000.0,Employed,596,3045.0,0.1218,4194.35,0.4941,0,0,0,Debt Consolidation
CUST-1361,34,Male,56842.13,Employed,688,24385.27,0.429,12334.8,0.5837,0,0,0,Home Improvement
CUST-1362,48,Female,62006.91,Employed,628,26402.54,0.4258,9605.37,0.5798,0,0,0,Debt Consolidation
CUST-1363,23,Male,35627.25,Student,635,13809.12,0.3876,8067.68,0.5679,1,0,0,Auto
CUST-1364,39,Male,26589.95,Employed,701,6328.41,0.238,6482.71,0.5543,0,0,0,Auto
CUST-1365,42,Male,41289.2,Employed,612,2753.99,0.0667,8156.56,0.4747,2,2,0,Auto
CUST-1366,53,Male,61265.12,Employed,718,7615.25,0.1243,10481.19,0.3338,0,0,0,Small Business
CUST-1367,42,Female,34374.95,Student,583,7528.11,0.219,5510.39,0.4755,0,0,0,Home Improvement
CUST-1368,38,Male,49568.8,Employed,637,4029.94,0.0813,9261.54,0.333,0,0,0,Personal
CUST-1369,41,Male,125418.97,Employed,561,11990.05,0.0956,17579.39,0.4335,6,0,0,Debt Consolidation
CUST-1370,31,Male,56054.49,Employed,489,21250.26,0.3791,5395.22,0.6886,2,2,1,Auto
CUST-1371,46,Male,121780.5,Employed,670,13164.47,0.1081,21358.41,0.3493,0,0,0,Auto
CUST-1372,41,Male,33237.29,Employed,606,15412.13,0.4637,7231.46,0.4804,0,0,0,Small Business
CUST-1373,24,Female,94221.24,Self-Employed,577,30310.97,0.3217,12557.47,0.481,0,0,0,Debt Consolidation
CUST-1374,47,Female,87437.6,Self-Employed,651,28478.43,0.3257,17701.81,0.4723,3,0,0,Personal
CUST-1375,25,Female,58552.05,Employed,708,14286.7,0.244,7578.69,0.3342,0,0,0,Debt Consolidation
CUST-1376,35,Female,56794.35,Employed,512,18395.69,0.3239,8411.43,0.5561,6,2,1,Auto
CUST-1377,43,Male,25000.0,Employed,489,10457.5,0.4183,4130.72,0.5904,5,2,1,Debt Consolidation
CUST-1378,27,Female,44139.21,Employed,631,18079.42,0.4096,6917.98,0.5767,0,0,0,Auto
CUST-1379,22,Male,85408.55,Employed,735,23461.73,0.2747,9513.48,0.4824,0,0,0,Debt Consolidation
CUST-1380,45,Male,31362.06,Employed,636,9386.66,0.2993,6460.7,0.6164,3,0,0,Personal
CUST-1381,34,Male,55087.45,Employed,596,18867.45,0.3425,7688.73,0.4389,0,0,0,Small Business
CUST-1382,65,Male,70149.1,Employed,713,16085.19,0.2293,7814.18,0.1924,0,0,0,Home Improvement
CUST-1383,39,Female,57000.11,Employed,606,21243.94,0.3727,8059.53,0.5687,0,0,0,Auto
CUST-1384,51,Female,48475.43,Employed,524,7121.04,0.1469,5840.67,0.6993,1,0,0,Personal
CUST-1385,38,Male,58152.77,Employed,547,6018.81,0.1035,5970.62,0.4559,6,2,1,Personal
CUST-1386,59,Female,75422.53,Employed,728,3771.13,0.05,7932.72,0.3754,0,0,0,Auto
CUST-1387,38,Female,55908.36,Employed,596,12238.34,0.2189,10964.67,0.5526,0,0,0,Debt Consolidation
CUST-1388,25,Female,107813.28,Employed,790,17519.66,0.1625,19792.6,0.2552,0,0,0,Debt Consolidation
CUST-1389,29,Male,51924.29,Self-Employed,588,23578.82,0.4541,5426.69,0.4091,0,0,0,Personal
CUST-1390,34,Female,25000.0,Employed,698,6117.5,0.2447,5439.26,0.2626,0,0,0,Auto
CUST-1391,45,Female,25501.22,Student,681,3095.85,0.1214,6977.72,0.6288,0,0,0,Personal
CUST-1392,41,Male,85429.17,Self-Employed,568,22348.27,0.2616,11556.08,0.5433,5,3,1,Small Business
CUST-1393,41,Male,47579.12,Employed,635,12503.79,0.2628,8461.85,0.4992,1,0,0,Home Improvement
CUST-1394,60,Female,106981.17,Self-Employed,585,37571.79,0.3512,12156.83,0.5284,0,0,0,Small Business
CUST-1395,40,Male,34722.89,Student,526,9343.93,0.2691,4779.56,0.6697,0,0,0,Home Improvement
CUST-1396,46,Male,25667.28,Student,534,10485.08,0.4085,4855.76,0.428,1,1,0,Debt Consolidation
CUST-1397,46,Female,77858.64,Employed,569,21348.84,0.2742,12709.29,0.4953,1,0,1,Small Business
CUST-1398,21,Female,80918.61,Employed,703,21985.59,0.2717,15980.95,0.4949,0,0,0,Small Business
CUST-1399,53,Male,32681.75,Unemployed,584,7526.61,0.2303,6878.62,0.3898,0,0,0,Auto
CUST-1400,50,Female,74319.05,Employed,607,17940.62,0.2414,9517.71,0.3945,0,0,0,Home Improvement
CUST-1401,43,Female,76717.16,Employed,735,16816.4,0.2192,14772.44,0.2723,0,0,0,Personal
CUST-1402,31,Male,48289.18,Self-Employed,599,9976.54,0.2066,8476.67,0.4518,1,0,0,Debt Consolidation
CUST-1403,52,Female,69030.03,Employed,662,15656.01,0.2268,9817.92,0.3725,0,0,0,Auto
CUST-1404,26,Female,60972.79,Employed,564,27529.21,0.4515,7946.57,0.6435,6,0,1,Debt Consolidation
CUST-1405,49,Male,120484.37,Self-Employed,613,44434.64,0.3688,10972.51,0.2797,0,0,0,Debt Consolidation
CUST-1406,26,Female,30743.75,Unemployed,507,9979.42,0.3246,5774.66,0.5886,3,2,1,Home Improvement
CUST-1407,43,Male,62671.16,Employed,638,24510.69,0.3911,7827.34,0.5343,0,0,0,Small Business
CUST-1408,32,Female,101713.04,Employed,577,16355.46,0.1608,9041.14,0.4602,1,0,0,Small Business
CUST-1409,51,Female,70893.68,Employed,597,27223.17,0.384,9622.67,0.3559,1,1,0,Auto
CUST-1410,21,Female,74396.49,Employed,676,12156.39,0.1634,14021.21,0.3365,0,0,0,Personal
CUST-1411,37,Male,48191.56,Employed,697,8091.36,0.1679,9190.05,0.3711,0,0,0,Personal
CUST-1412,37,Male,67994.22,Employed,694,10933.47,0.1608,14448.21,0.3234,0,0,0,Debt Consolidation
CUST-1413,38,Female,26810.14,Employed,620,8262.89,0.3082,4950.78,0.4719,0,0,0,Personal
CUST-1414,51,Female,151122.31,Self-Employed,651,40651.9,0.269,25034.11,0.434,6,0,0,Auto
CUST-1415,26,Male,114157.95,Employed,737,23824.76,0.2087,24642.17,0.3364,0,0,0,Debt Consolidation
CUST-1416,37,Male,90916.74,Employed,642,28066.0,0.3087,10195.75,0.4397,0,0,0,Auto
CUST-1417,37,Male,41080.06,Unemployed,517,14287.64,0.3478,5820.4,0.587,6,2,1,Debt Consolidation
CUST-1418,38,Male,116811.6,Self-Employed,588,35557.45,0.3044,12219.21,0.4336,3,0,0,Debt Consolidation
CUST-1419,39,Male,34365.52,Unemployed,473,8539.83,0.2485,4888.89,0.6715,1,0,0,Auto
CUST-1420,34,Female,76228.55,Employed,682,3811.43,0.05,11199.42,0.269,0,0,0,Home Improvement
CUST-1421,40,Male,78337.76,Self-Employed,670,29932.86,0.3821,11188.41,0.3163,0,0,0,Auto
CUST-1422,32,Male,50871.19,Employed,710,10428.59,0.205,9277.59,0.2357,0,0,0,Personal
CUST-1423,29,Male,43797.51,Self-Employed,520,14405.0,0.3289,4753.36,0.4243,1,0,0,Personal
CUST-1424,43,Female,38937.72,Student,651,6993.21,0.1796,4590.3,0.5601,2,0,0,Debt Consolidation
CUST-1425,33,Male,40784.28,Self-Employed,585,12830.73,0.3146,6860.81,0.341,6,3,0,Personal
CUST-1426,29,Female,112114.25,Self-Employed,649,42132.54,0.3758,14506.97,0.5576,3,0,0,Personal
CUST-1427,38,Male,75223.79,Self-Employed,589,29924.02,0.3978,8944.31,0.422,0,0,0,Home Improvement
CUST-1428,34,Female,70448.0,Employed,603,29355.68,0.4167,6352.48,0.5535,3,2,1,Home Improvement
CUST-1429,32,Male,37088.59,Unemployed,497,12157.64,0.3278,5142.81,0.6598,2,2,1,Auto
CUST-1430,37,Male,29297.77,Self-Employed,608,9480.76,0.3236,4146.45,0.4318,0,0,0,Debt Consolidation
CUST-1431,48,Female,38240.79,Student,604,10562.11,0.2762,7213.14,0.3478,0,0,0,Debt Consolidation
CUST-1432,41,Female,61974.11,Self-Employed,662,13374.01,0.2158,10097.38,0.5781,0,0,0,Personal
CUST-1433,56,Male,49922.89,Employed,598,7138.97,0.143,7261.39,0.4639,0,0,0,Auto
CUST-1434,53,Female,35613.39,Student,628,10587.86,0.2973,7303.12,0.4838,4,0,0,Debt Consolidation
CUST-1435,44,Female,62765.11,Self-Employed,524,20699.93,0.3298,8184.0,0.6509,3,3,1,Home Improvement
CUST-1436,47,Female,27735.75,Employed,633,5036.81,0.1816,5785.43,0.4908,2,0,0,Debt Consolidation
CUST-1437,55,Male,47973.42,Employed,756,9733.81,0.2029,9644.62,0.2139,0,0,0,Debt Consolidation
CUST-1438,31,Female,71068.9,Employed,555,4164.64,0.0586,8972.09,0.6122,0,0,0,Small Business
CUST-1439,31,Female,50790.78,Employed,687,17776.77,0.35,9176.73,0.5364,0,0,0,Auto
CUST-1440,23,Female,56018.91,Employed,525,14441.67,0.2578,7274.79,0.6199,1,0,1,Home Improvement
CUST-1441,41,Female,113889.69,Employed,614,44234.76,0.3884,17109.73,0.3253,4,2,0,Auto
CUST-1442,40,Male,74945.02,Employed,464,28239.28,0.3768,8228.89,0.6621,0,0,0,Personal
CUST-1443,49,Female,65946.13,Employed,564,17627.4,0.2673,10775.5,0.5769,2,0,0,Auto
CUST-1444,36,Female,51300.15,Employed,656,19771.08,0.3854,11884.95,0.5248,0,0,0,Personal
CUST-1445,41,Male,90263.77,Employed,738,31023.66,0.3437,13555.49,0.3395,0,0,0,Home Improvement
CUST-1446,50,Male,38275.93,Student,602,11318.19,0.2957,5484.91,0.3965,0,0,0,Small Business
CUST-1447,21,Male,44671.76,Employed,542,16845.72,0.3771,7078.91,0.3544,2,0,0,Home Improvement
CUST-1448,33,Male,49702.25,Employed,578,12032.91,0.2421,8157.46,0.5548,0,0,0,Small Business
CUST-1449,43,Female,86023.84,Self-Employed,652,35734.3,0.4154,16399.94,0.2484,0,0,0,Debt Consolidation
CUST-1450,39,Male,25856.29,Unemployed,664,11216.46,0.4338,6200.08,0.4125,0,0,0,Auto
CUST-1451,21,Male,27407.04,Student,585,5007.27,0.1827,5352.53,0.4827,1,0,0,Debt Consolidation
CUST-1452,33,Male,159958.06,Self-Employed,729,61439.89,0.3841,28296.06,0.5101,0,0,0,Auto
CUST-1453,54,Male,36519.34,Unemployed,547,17748.4,0.486,7071.86,0.7776,2,1,1,Personal
CUST-1454,34,Male,83095.41,Self-Employed,680,26241.53,0.3158,17510.51,0.451,0,0,1,Debt Consolidation
CUST-1455,37,Female,38035.12,Unemployed,621,9976.61,0.2623,8587.1,0.4647,0,0,0,Auto
CUST-1456,32,Male,55388.01,Employed,622,17148.13,0.3096,11719.73,0.6094,0,0,0,Personal
CUST-1457,32,Female,54911.86,Employed,522,9208.72,0.1677,8771.77,0.4189,1,1,0,Small Business
CUST-1458,42,Male,92299.7,Employed,674,23619.49,0.2559,16746.57,0.5083,0,0,0,Debt Consolidation
CUST-1459,44,Female,53630.87,Employed,605,14121.01,0.2633,6580.44,0.4134,0,0,0,Personal
CUST-1460,33,Male,112895.19,Employed,730,31463.89,0.2787,14747.47,0.3162,0,0,0,Personal
CUST-1461,49,Male,48929.68,Employed,584,14351.08,0.2933,6161.19,0.5219,0,0,0,Personal
CUST-1462,41,Female,31034.87,Employed,692,7594.23,0.2447,5899.21,0.4956,0,0,0,Home Improvement
CUST-1463,32,Male,58556.03,Self-Employed,380,26783.53,0.4574,4946.06,0.7583,1,0,1,Auto
CUST-1464,55,Female,141850.68,Employed,581,35632.89,0.2512,23620.72,0.5394,0,0,0,Small Business
CUST-1465,21,Female,67973.01,Employed,608,18135.2,0.2668,12007.6,0.4446,1,0,0,Debt Consolidation
CUST-1466,42,Male,34185.66,Unemployed,467,11640.22,0.3405,5306.8,0.7654,6,2,1,Debt Consolidation
CUST-1467,51,Male,31658.12,Unemployed,640,10861.9,0.3431,6308.33,0.3244,0,0,0,Debt Consolidation
CUST-1468,34,Male,25000.0,Employed,609,6095.0,0.2438,4773.75,0.5192,1,0,0,Debt Consolidation
CUST-1469,39,Male,49974.66,Self-Employed,701,18475.63,0.3697,12657.24,0.511,0,0,0,Home Improvement
CUST-1470,37,Female,55390.43,Self-Employed,579,23989.6,0.4331,7847.54,0.6203,4,2,1,Personal
CUST-1471,28,Female,101421.32,Employed,713,41785.58,0.412,10968.45,0.5554,0,0,0,Home Improvement
CUST-1472,62,Female,73275.79,Employed,685,18502.14,0.2525,11909.8,0.4164,0,0,0,Small Business
CUST-1473,25,Male,76773.26,Employed,782,16467.86,0.2145,19706.54,0.2478,0,0,0,Auto
CUST-1474,50,Female,90054.35,Self-Employed,577,29844.01,0.3314,12975.54,0.6042,2,0,0,Debt Consolidation
CUST-1475,33,Female,187941.79,Employed,668,30033.1,0.1598,38617.43,0.3578,0,0,0,Home Improvement
CUST-1476,24,Female,87811.18,Self-Employed,691,30804.16,0.3508,8616.69,0.5662,0,0,0,Personal
CUST-1477,51,Male,55980.62,Employed,560,19755.56,0.3529,5691.52,0.5737,6,2,1,Small Business
CUST-1478,39,Female,41671.73,Student,596,10234.58,0.2456,7902.04,0.3651,0,0,0,Debt Consolidation
CUST-1479,44,Female,114694.84,Employed,674,29155.43,0.2542,15152.23,0.5266,0,0,0,Auto
CUST-1480,46,Male,56103.33,Self-Employed,705,9610.5,0.1713,14975.76,0.2857,0,0,0,Auto
CUST-1481,46,Female,34070.97,Employed,702,4626.84,0.1358,4632.02,0.4121,0,0,0,Small Business
CUST-1482,53,Male,90053.07,Employed,669,14507.55,0.1611,18563.25,0.2202,0,0,0,Auto
CUST-1483,49,Male,25000.0,Employed,650,7102.5,0.2841,7434.02,0.4642,1,0,0,Personal
CUST-1484,23,Female,47632.05,Employed,679,19724.43,0.4141,7451.88,0.5179,0,0,0,Small Business
CUST-1485,31,Male,65390.9,Employed,596,14811.04,0.2265,9348.7,0.6379,0,0,0,Personal
CUST-1486,23,Male,63308.07,Employed,647,8388.32,0.1325,13899.64,0.3478,0,0,0,Personal
CUST-1487,47,Male,41365.62,Unemployed,471,21162.65,0.5116,3253.1,0.6668,5,1,1,Personal
CUST-1488,36,Female,87926.68,Employed,667,18833.89,0.2142,10636.73,0.3976,0,0,0,Auto
CUST-1489,21,Female,40997.54,Unemployed,517,14533.63,0.3545,5219.88,0.7737,1,1,1,Small Business
CUST-1490,44,Male,57073.59,Self-Employed,646,21836.36,0.3826,12295.7,0.5625,0,0,0,Auto
CUST-1491,28,Female,51135.01,Employed,642,17682.49,0.3458,8058.7,0.2891,0,0,0,Small Business
CUST-1492,24,Male,31093.69,Unemployed,484,12064.35,0.388,4134.01,0.6133,1,1,0,Small Business
CUST-1493,39,Female,32331.21,Student,604,8920.18,0.2759,6627.83,0.5342,0,0,0,Personal
CUST-1494,38,Male,65033.27,Employed,686,12935.12,0.1989,14036.48,0.3787,0,0,0,Personal
CUST-1495,42,Male,99883.98,Employed,544,20336.38,0.2036,8052.56,0.4683,3,3,0,Home Improvement
CUST-1496,21,Male,45859.79,Employed,766,4728.14,0.1031,10168.29,0.3548,0,0,0,Auto
CUST-1497,53,Male,68580.87,Self-Employed,678,24428.51,0.3562,7304.03,0.4579,0,0,0,Personal
CUST-1498,47,Male,67747.31,Employed,517,23637.04,0.3489,9259.98,0.634,0,0,0,Small Business
CUST-1499,49,Male,91893.95,Employed,621,37603.0,0.4092,14308.15,0.5478,0,0,0,Debt Consolidation
